path,label,label_str,tag1
/home/pri/Dataset/Real/original_face_forensics/166_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/846_frame_352.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/541_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/821_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/310_frame_374.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/730_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/122_frame_308.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/495_frame_286.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/349_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/189_frame_511.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/161_frame_184.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/627_frame_373.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/972_frame_310.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/777_frame_162.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/219_frame_349.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/237_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/190_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/468_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/349_frame_470.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/610_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/442_frame_177.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/286_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/212_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/275_frame_211.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/943_frame_234.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/581_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/625_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/819_frame_926.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/693_frame_594.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/151_frame_173.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/196_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/952_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/561_frame_415.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/816_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/371_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/858_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/942_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/633_frame_511.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/369_frame_159.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/657_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/703_frame_187.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/466_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/184_frame_626.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/671_frame_342.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/351_frame_341.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/559_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/785_frame_206.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/893_frame_536.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/499_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/633_frame_255.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/535_frame_666.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/353_frame_178.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/993_frame_408.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/799_frame_1226.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/636_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/421_frame_1037.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/784_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/522_frame_712.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/483_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/323_frame_455.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/769_frame_241.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/754_frame_400.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/886_frame_262.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/143_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/782_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/416_frame_312.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/848_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/543_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/908_frame_333.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/179_frame_629.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/847_frame_150.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/130_frame_661.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/125_frame_249.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/307_frame_377.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/898_frame_348.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/670_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/166_frame_377.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/775_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/466_frame_333.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/192_frame_143.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/365_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/704_frame_449.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/353_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/468_frame_596.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/975_frame_151.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/643_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/626_frame_487.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/646_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/547_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/167_frame_170.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/642_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/520_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/814_frame_274.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/907_frame_524.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/122_frame_154.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/352_frame_420.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/853_frame_307.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/614_frame_506.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/403_frame_353.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/261_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/347_frame_228.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/714_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/350_frame_404.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/700_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/540_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/611_frame_644.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/141_frame_253.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/834_frame_151.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/647_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/229_frame_195.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/183_frame_194.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/781_frame_474.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/687_frame_234.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/766_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/538_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/817_frame_418.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/740_frame_347.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/114_frame_634.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/134_frame_172.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/327_frame_494.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/753_frame_685.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/185_frame_874.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/485_frame_401.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/240_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/991_frame_401.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/821_frame_211.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/884_frame_171.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/982_frame_422.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/994_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/259_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/623_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/200_frame_718.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/720_frame_281.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/765_frame_193.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/289_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/920_frame_370.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/188_frame_309.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/557_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/586_frame_378.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/219_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/175_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/687_frame_468.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/581_frame_381.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/110_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/344_frame_315.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/262_frame_198.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/716_frame_627.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/321_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/885_frame_164.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/996_frame_311.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/281_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/135_frame_326.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/736_frame_206.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/881_frame_318.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/776_frame_165.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/673_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/995_frame_547.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/757_frame_440.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/796_frame_500.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/347_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/450_frame_386.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/906_frame_388.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/174_frame_206.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/408_frame_152.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/443_frame_1145.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/953_frame_350.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/981_frame_371.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/129_frame_164.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/455_frame_369.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/816_frame_410.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/970_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/121_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/746_frame_492.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/802_frame_350.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/374_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/890_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/567_frame_169.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/434_frame_336.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/552_frame_151.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/150_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/155_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/638_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/515_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/201_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/144_frame_343.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/631_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/287_frame_474.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/680_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/474_frame_147.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/879_frame_838.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/725_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/810_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/889_frame_164.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/898_frame_174.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/557_frame_508.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/445_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/886_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/988_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/929_frame_230.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/990_frame_304.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/476_frame_154.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/246_frame_495.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/393_frame_289.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/408_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/255_frame_469.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/812_frame_432.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/331_frame_234.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/409_frame_180.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/794_frame_878.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/383_frame_464.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/164_frame_1020.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/313_frame_240.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/391_frame_273.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/588_frame_543.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/603_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/355_frame_249.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/204_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/423_frame_1813.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/145_frame_474.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/678_frame_199.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/722_frame_395.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/656_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/689_frame_227.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/165_frame_386.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/354_frame_229.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/539_frame_156.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/799_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/697_frame_232.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/500_frame_145.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/483_frame_187.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/508_frame_301.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/798_frame_370.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/858_frame_241.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/635_frame_381.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/341_frame_413.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/800_frame_337.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/663_frame_157.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/601_frame_363.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/313_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/749_frame_346.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/170_frame_503.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/494_frame_400.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/962_frame_229.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/950_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/951_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/429_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/253_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/526_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/339_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/893_frame_268.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/712_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/575_frame_556.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/290_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/916_frame_483.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/254_frame_213.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/935_frame_269.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/482_frame_353.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/917_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/117_frame_547.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/936_frame_296.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/613_frame_207.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/223_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/806_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/737_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/837_frame_221.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/339_frame_228.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/104_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/828_frame_318.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/956_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/591_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/783_frame_402.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/911_frame_164.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/929_frame_0.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/120_frame_404.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/547_frame_247.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/870_frame_301.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/517_frame_372.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/356_frame_557.jpg,0,Real,FaceForensicsOriginal
/home/pri/Dataset/Real/original_face_forensics/386_frame_224.jpg,0,Real,FaceForensicsOriginal
